code,name,city,country,lat,lon
TKK,Chuuk Intl,Chuuk,Micronesia,7.461869,151.843006
PNI,Pohnpei Intl,Pohnpei,Micronesia,6.9851,158.208989
ROR,Babelthuap,Babelthuap,Palau,7.367303,134.544278
KSA,Kosrae,Kosrae,Micronesia,5.356975,162.958386
YAP,Yap Intl,Yap,Micronesia,9.498911,138.082497
KNH,Shang Yi,Kinmen,Taiwan,24.427892,118.359197
PIF,Pingtung South,Pingtung,Taiwan,22.672367,120.461728
,Longtan,Longtang,Taiwan,24.855136,121.237636
TTT,Fengnin,Fengnin,Taiwan,22.754986,121.101681
GNI,Lyudao,Green Island,Taiwan,22.673853,121.466481
KHH,Kaohsiung Intl,Kaohsiung,Taiwan,22.577094,120.350006
CYI,Chiayi,Chiayi,Taiwan,23.461779,120.39283
KYD,Lanyu,Lanyu,Taiwan,22.028842,121.533642
RMQ,Ching Chuang Kang,Taichung,Taiwan,24.264668,120.62058
CES,Cessnock Airport,Cessnock,Australia,-32.7875,151.342
TNN,Tainan,Tainan,Taiwan,22.950361,120.205778
,Hsinchu,Hsinchu,Taiwan,24.818033,120.939394
MZG,Magong,Makung,Taiwan,23.568669,119.628311
,Jhihhang,Taitung,Taiwan,22.793117,121.181975
,Pingtung North,Pingtung,Taiwan,22.700239,120.482
TSA,Sungshan,Taipei,Taiwan,25.069722,121.5525
TPE,Taoyuan Intl,Taipei,Taiwan,25.077731,121.232822
WOT,Wang An,Wang An,Taiwan,23.370833,119.494444
HUN,Hualien,Hualien,Taiwan,24.023725,121.616906
NRT,Narita Intl,Tokyo,Japan,35.764722,140.386389
MMJ,Matsumoto,Matsumoto,Japan,36.166758,137.922669
IBR,Hyakuri,Ibaraki,Japan,36.181083,140.415444
,Minami Torishima,Minami Tori Shima,Japan,24.289697,153.979119
IWO,Iwo Jima,Iwojima,Japan,24.784,141.322722
SHM,Nanki Shirahama,Nanki-shirahama,Japan,33.662222,135.364444
,Kohnan,Kohnan,Japan,34.590836,133.933225
OBO,Obihiro,Obihiro,Japan,42.733333,143.217222
CTS,New Chitose,Sapporo,Japan,42.7752,141.692283
HKD,Hakodate,Hakodate,Japan,41.77,140.821944
SPK,Chitose,Chitose,Japan,42.794475,141.666447
MMB,Memanbetsu,Memanbetsu,Japan,43.880606,144.164053
SHB,Nakashibetsu,Nakashibetsu,Japan,43.5775,144.96
,Tokachi,Tokachi,Japan,42.890544,143.158475
WKJ,Wakkanai,Wakkanai,Japan,45.404167,141.800833
IKI,Iki,Iki,Japan,33.749027,129.785417
UBJ,Yamaguchi Ube,Yamaguchi,Japan,33.93,131.278611
TSJ,Tsushima,Tsushima,Japan,34.284889,129.33055
MBE,Monbetsu,Monbetsu,Japan,44.303914,143.404028
AKJ,Asahikawa,Asahikawa,Japan,43.670833,142.4475
OIR,Okushiri,Okushiri,Japan,42.071667,139.432911
RIS,Rishiri,Rishiri Island,Japan,45.242006,141.186431
,Ashiya,Ashiya,Japan,33.883083,130.653
KUM,Yakushima,Yakushima,Japan,30.385569,130.659017
FUJ,Fukue,Fukue,Japan,32.666269,128.832808
FUK,Fukuoka,Fukuoka,Japan,33.585942,130.450686
TNE,New Tanegashima,Tanegashima,Japan,30.605067,130.991231
KOJ,Kagoshima,Kagoshima,Japan,31.803397,130.719408
KMI,Miyazaki,Miyazaki,Japan,31.877222,131.448611
,Nyutabaru,Nyutabaru,Japan,32.083611,131.451389
OIT,Oita,Oita,Japan,33.479444,131.737222
KKJ,New Kitakyushu,Kitakyushu,Japan,33.845942,131.034689
KMJ,Kumamoto,Kumamoto,Japan,32.837319,130.85505
NGS,Nagasaki,Nagasaki,Japan,32.916944,129.913611
,Kanoya,Kanoya,Japan,31.367608,130.845456
,Tsuiki,Tsuiki,Japan,33.685,131.040278
ASJ,Amami,Amami,Japan,28.430633,129.712542
,Okierabu,Okierabu,Japan,27.425522,128.700903
TKN,Tokunoshima,Tokunoshima,Japan,27.836381,128.881253
,Fukui,Fukui,Japan,36.142847,136.223922
,Gifu,Gifu,Japan,35.394078,136.869667
,Hamamatsu,Hamamatsu,Japan,34.750239,137.703083
KMQ,Komatsu,Kanazawa,Japan,36.394611,136.406544
OKI,Oki,Oki Island,Japan,36.181125,133.324844
TOY,Toyama,Toyama,Japan,36.648333,137.1875
,Shizuhama,Yaizu,Japan,34.812778,138.298056
HIJ,Hiroshima,Hiroshima,Japan,34.436111,132.919444
OKJ,Okayama,Okayama,Japan,34.756944,133.855278
IZO,Izumo,Izumo,Japan,35.413611,132.89
,Hofu,Hofu,Japan,34.034667,131.549194
YGJ,Yonago Kitaro,Miho,Japan,35.492222,133.236389
,Iwakuni Mcas,Iwakuni,Japan,34.14386,132.23575
KCZ,Kochi,Kochi,Japan,33.546111,133.669444
MYJ,Matsuyama,Matsuyama,Japan,33.827222,132.699722
ITM,Osaka Intl,Osaka,Japan,34.785528,135.438222
TTJ,Tottori,Tottori,Japan,35.530069,134.166553
TKS,Tokushima,Tokushima,Japan,34.132808,134.606639
TAK,Takamatsu,Takamatsu,Japan,34.214167,134.015556
,Yao,Osaka,Japan,34.596311,135.602944
,Ozuki,Ozuki,Japan,34.045322,131.052144
AOJ,Aomori,Aomori,Japan,40.734722,140.690833
GAJ,Yamagata,Yamagata,Japan,38.411894,140.371331
,Sado,Sado,Japan,38.060181,138.413928
,Hachinohe,Hachinoe,Japan,40.556447,141.466325
HNA,Hanamaki,Hanamaki,Japan,39.428611,141.135278
AXT,Akita,Akita,Japan,39.615556,140.218611
MSJ,Misawa Ab,Misawa,Japan,40.703222,141.368364
SDJ,Sendai,Sendai,Japan,38.139722,140.916944
,Matsushima,Matsushima,Japan,38.404919,141.219572
LKS,Sazena,Sazena,Czech Republic,50.1929,14.1532
,Atsugi Naf,Atsugi,Japan,35.454611,139.450167
,Tateyama,Tateyama,Japan,34.987053,139.829208
HAC,Hachijojima,Hachijojima,Japan,33.115,139.785833
,Iruma,Iruma,Japan,35.841944,139.410556
,Kisarazu,Kisarazu,Japan,35.398272,139.909936
,Shimofusa,Shimofusa,Japan,35.798944,140.011111
OIM,Oshima,Oshima,Japan,34.782033,139.360306
,Kastner Aaf,Zama,Japan,35.513769,139.393675
HND,Tokyo Intl,Tokyo,Japan,35.552258,139.779694
OKO,Yokota Ab,Yokota,Japan,35.748492,139.348483
KWJ,Gwangju,Kwangju,South Korea,35.126389,126.808889
,Jeon Ju,Jhunju,South Korea,35.878436,127.11955
RSU,Yeosu,Yeosu,South Korea,34.842328,127.61685
SHO,Sokcho,Sokch'o,South Korea,38.142614,128.598556
KAG,Gangneung,Kangnung,South Korea,37.753561,128.943625
MQB,Macomb Municipal Airport,Macomb,United States,40.5200833,-90.6523889
CJU,Jeju Intl,Cheju,South Korea,33.511306,126.493028
,Jinhae,Chinhae,South Korea,35.141175,128.695792
PUS,Gimhae Intl,Busan,South Korea,35.179528,128.938222
,Bungle Bungle Airport,Bungle Bungle,Australia,-17.5453,128.307
USN,Ulsan,Ulsan,South Korea,35.593494,129.351722
,A 511,Pyongtaek,South Korea,36.962214,127.031072
SSN,Seoul Ab,Seoul East,South Korea,37.445833,127.113889
OSN,Osan Ab,Osan,South Korea,37.090617,127.029594
GMP,Gimpo,Seoul,South Korea,37.558311,126.790586
,Suwon,Suwon,South Korea,37.239406,127.007053
KPO,Pohang,Pohang,South Korea,35.987858,129.420486
TAE,Daegu Ab,Taegu,South Korea,35.894108,128.658856
YEC,Yecheon,Yechon,South Korea,36.631933,128.35485
OKA,Naha,Okinawa,Japan,26.195814,127.645869
,Ie Shima Aux Ab,Iejima,Japan,26.728775,127.761775
DNA,Kadena Ab,Kadena,Japan,26.355612,127.767633
ISG,Ishigaki,Ishigaki,Japan,24.344525,124.186983
UEO,Kumejima,Kumejima,Japan,26.363506,126.713806
MMD,Minami Daito,Minami Daito,Japan,25.846533,131.263494
MMY,Miyako,Miyako,Japan,24.782833,125.295111
KTD,Kitadaito,Kitadaito,Japan,25.944722,131.326944
SHI,Shimojishima,Shimojishima,Japan,24.826667,125.144722
,Tarama,Tarama,Japan,24.653889,124.675278
RNJ,Yoron,Yoron,Japan,27.043964,128.401517
,Futenma Mcas,Futema,Japan,26.274275,127.756494
OGN,Yonaguni,Yonaguni Jima,Japan,24.466944,122.977778
MNL,Ninoy Aquino Intl,Manila,Philippines,14.508647,121.019581
MYP,Mary Airport,Mary,Turkmenistan,37.6194,61.8967
CBO,Cotabato,Cotabato,Philippines,7.165242,124.209619
CGY,Cagayan De Oro,Ladag,Philippines,8.415619,124.611219
PAG,Pagadian,Pagadian,Philippines,7.827197,123.458294
,Tambler,Romblon,Philippines,6.058003,125.096033
,Crocodile Camp,Tsavo East,Kenya,-3.070875,39.2194305556
ZAM,Zamboanga Intl,Zamboanga,Philippines,6.922419,122.059633
BAG,Baguio,Baguio,Philippines,16.375103,120.619636
,Daet,Daet,Philippines,14.129167,122.980181
,Basa Ab,Floridablanca,Philippines,14.986527,120.4925
,Lingayen,Lingayen,Philippines,16.034786,120.241106
,San Jose,San Jose,Philippines,12.361517,121.046639
,Fernando Ab,Lipa,Philippines,13.955017,121.124925
,Mamburao,Mamburao,Philippines,13.208092,120.60535
,Vigan,Vigan,Philippines,17.555331,120.355797
,Baler,Baler,Philippines,15.729836,121.500133
,Kimana,Kimana,Kenya,-2.8,37.5333333333
,Solio Ranch Airport,Solio,Kenya,-0.245167,36.8849
,Kalundborg Flyveplads,Kalundborg,Denmark,55.7001,11.2549
,Bagabag,Bagabag,Philippines,16.619194,121.252319
TAC,Daniel Z Romualdez,Tacloban,Philippines,11.227628,125.027758
BCD,Bacolod,Bacolod,Philippines,10.642511,122.929617
GEN,Gardermoen Airport,Oslo,Norway,60.1939,11.1004
DGT,Dumaguete,Dumaguete,Philippines,9.333714,123.300472
,Caticlan,Caticlan,Philippines,11.924503,121.95405
,Guiuan,Guiuan,Philippines,11.035544,125.741594
ILO,Iloilo,Iloilo,Philippines,10.713044,122.545297
KLO,Kalibo,Kalibo,Philippines,11.679431,122.376294
,Mactan Cebu Intl,Masbate,Philippines,10.307542,123.979439
AUW,Wausau Downtown Airport,Wausau,United States,44.9262845,-89.6270018
PPS,Puerto Princesa,Puerto Princesa,Philippines,9.742119,118.758731
SJI,Antique,San Jose,Philippines,10.766044,121.933439
COC,Comodoro Pierrestegui,Concordia,Argentina,-31.296944,-57.996631
GHU,Gualeguaychu,Gualeguaychu,Argentina,-33.010278,-58.613056
,Junin,Junin,Argentina,-34.545889,-60.930556
PRA,General Urquiza,Parana,Argentina,-31.794778,-60.480361
ROS,Rosario,Rosario,Argentina,-32.903611,-60.785
SFN,Sauce Viejo,Santa Fe,Argentina,-31.711666,-60.811668
AEP,Aeroparque Jorge Newbery,Buenos Aires,Argentina,-34.559175,-58.415606
COR,Ambrosio L V Taravella,Cordoba,Argentina,-31.323619,-64.207953
,Chamical,Gobernador Gordillo,Argentina,-30.345278,-66.29361
,San Fernando,San Fernando,Argentina,-34.453189,-58.589644
,Mariano Moreno,Jose C. Paz,Argentina,-34.56065,-58.789564
LPG,La Plata,La Plata,Argentina,-34.972222,-57.894694
,Moron,Moron,Argentina,-34.676317,-58.642756
,El Palomar,El Palomar,Argentina,-34.609939,-58.612592
,Chos Malal,Chosmadal,Argentina,-37.444692,-70.222469
,General Roca,Fuerte Gral Roca,Argentina,-39.000672,-67.620514
MDZ,El Plumerillo,Mendoza,Argentina,-32.831717,-68.792856
LGS,Malargue,Malargue,Argentina,-35.493597,-69.574267
AFA,San Rafael,San Rafael,Argentina,-34.588314,-68.403854
CTC,Catamarca,Catamarca,Argentina,-28.593214,-65.750925
SDE,Santiago Del Estero,Santiago Del Estero,Argentina,-27.765617,-64.310122
,Tinogasta,Tinogasta,Argentina,-28.03775,-67.580314
IRJ,La Rioja,La Rioja,Argentina,-29.381636,-66.795839
,Chilecito,Chilecito,Argentina,-29.223888,-67.438889
TUC,Teniente Benjamin Matienzo,Tucuman,Argentina,-26.840861,-65.104944
UAQ,San Juan,San Julian,Argentina,-31.571472,-68.418194
RCU,Rio Cuarto Area De Material,Rio Cuarto,Argentina,-33.085128,-64.261314
VDR,Villa Dolores,Villa Dolores,Argentina,-31.945183,-65.146283
,Laboulaye,Laboulaye,Argentina,-34.135444,-63.36225
,Marcos Juarez,Marcos Juarez,Argentina,-32.683639,-62.157792
,Villa Reynolds,Villa Reynolds,Argentina,-33.725144,-65.378086
LUQ,San Luis,San Luis,Argentina,-33.273192,-66.356422
CNQ,Corrientes,Corrientes,Argentina,-27.445503,-58.761864
RES,Resistencia,Resistencia,Argentina,-27.449986,-59.056125
FMA,Formosa,Formosa,Argentina,-26.212722,-58.228111
IGR,Cataratas Del Iguazu,Iguazu Falls,Argentina,-25.737281,-54.473444
AOL,Paso De Los Libres,Paso De Los Libres,Argentina,-29.689425,-57.152078
,Monte Caseros,Monte Caseros,Argentina,-30.271922,-57.640231
PSS,Posadas,Posadas,Argentina,-27.385839,-55.970728
,Termal,Presidencia R.s.pena,Argentina,-26.756519,-60.493103
SLA,Salta,Salta,Argentina,-24.855978,-65.486169
JUJ,Jujuy,Jujuy,Argentina,-24.392778,-65.097778
ORA,Oran,Oran,Argentina,-23.152779,-64.32917
,La Quiaca,La Quiaca,Argentina,-22.150556,-65.5775
C47,Portage Municipal Airport,Portage,United States,43.5603136,-89.4828607
,Eldorado,El Dorado,Argentina,-26.397499,-54.574722
,Goya,Goya,Argentina,-29.099472,-59.250583
,Obera,Obera,Argentina,-27.518156,-55.124156
,Reconquista,Reconquista,Argentina,-29.210278,-59.68
,Curuzu Cuatia,Curuzu Cuatia,Argentina,-29.770555,-57.978889
EHL,El Bolson,El Bolson,Argentina,-41.943189,-71.532289
CRD,Comodoro Rivadavia,Comodoro Rivadavia,Argentina,-45.785347,-67.465508
EQS,Esquel,Esquel,Argentina,-42.90795,-71.139472
REL,Almirante Zar,Trelew,Argentina,-43.2105,-65.270319
VDM,Gobernador Castello,Viedma,Argentina,-40.869222,-63.000389
PMY,El Tehuelche,Puerto Madryn,Argentina,-42.759161,-65.102725
,Base Marambio,Marambio Base,Antarctica,-64.238335,-56.630833
PUD,Puerto Deseado,Puerto Deseado,Argentina,-47.735292,-65.904097
RGA,Rio Grande,Rio Grande,Argentina,-53.777667,-67.749389
RGL,Rio Gallegos,Rio Gallegos,Argentina,-51.608875,-69.312636
USH,Ushuaia Malvinas Argentinas,Ushuaia,Argentina,-54.843278,-68.29575
ULA,San Julian,San Julian,Argentina,-49.306775,-67.802589
PMQ,Perito Moreno,Perito Moreno,Argentina,-46.537911,-70.978689
RZA,Santa Cruz,Santa Cruz,Argentina,-50.01655,-68.579197
BHI,Comandante Espora,Bahia Blanca,Argentina,-38.724967,-62.169317
,Coronel Suarez,Colonel Suarez,Argentina,-37.446111,-61.889297
,Olavarria,Olavarria,Argentina,-36.890039,-60.216619
,General Pico,General Pico,Argentina,-35.696183,-63.758286
,Tres Arroyos,Tres Arroyos,Argentina,-38.386911,-60.329711
,Bolivar,Bolivar,Argentina,-36.186594,-61.076367
IWD,Gogebic Iron County Airport,Ironwood,United States,46.5274747,-90.1313967
MDQ,Mar Del Plata,Mar Del Plata,Argentina,-37.934167,-57.573333
NQN,Presidente Peron,Neuquen,Argentina,-38.949,-68.155711
MCD,Mackinac Island Airport,Mackinac Island,United States,45.8649344,-84.637344
,Comodoro P Zanni,Pehuajo,Argentina,-35.844592,-61.857553
RSA,Santa Rosa,Santa Rosa,Argentina,-36.588322,-64.275694
BRC,San Carlos De Bariloche,San Carlos De Bariloche,Argentina,-41.151172,-71.157542
TDL,Tandil,Tandil,Argentina,-37.237392,-59.227922
VLG,Villa Gesell,Villa Gesell,Argentina,-37.235408,-57.029239
,Cutralco,Cutralco,Argentina,-38.939683,-69.264642
CPC,Aviador C Campos,San Martin Des Andes,Argentina,-40.075383,-71.137294
CDJ,Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,-8.348347,-49.301528
,Campo Delio Jardim De Mattos,Rio De Janeiro,Brazil,-22.875083,-43.384708
,Amapa,Amapa,Brazil,2.077511,-50.858236
AQA,Araraquara,Araracuara,Brazil,-21.812,-48.133028
AJU,Santa Maria,Aracaju,Brazil,-10.984,-37.070333
,Assis,Assis,Brazil,-22.638564,-50.455914
AFL,Alta Floresta,Alta Floresta,Brazil,-9.866092,-56.106206
ARU,Aracatuba,Aracatuba,Brazil,-21.141342,-50.424722
BEL,Val De Cans Intl,Belem,Brazil,-1.37925,-48.476292
BGX,Comandante Gustavo Kraemer,Bage,Brazil,-31.390528,-54.112244
PLU,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,-19.851181,-43.950628
BFH,Bacacheri,Curitiba,Brazil,-25.405078,-49.232036
,Major Brigadeiro Doorgal Borges,Barbacena,Brazil,-21.267167,-43.761056
BSB,Presidente Juscelino Kubitschek,Brasilia,Brazil,-15.8711,-47.918625
BAU,Bauru,Bauru,Brazil,-22.345042,-49.0538
BVB,Boa Vista,Boa Vista,Brazil,2.846311,-60.690069
,Barra Do Garcas,Barra Do Garcas,Brazil,-15.861344,-52.388894
CAC,Cascavel,Cascavel,Brazil,-25.000339,-53.500764
,Cachimbo,Itaituba,Brazil,-9.333936,-54.965422
CNF,Tancredo Neves Intl,Belo Horizonte,Brazil,-19.63375,-43.968856
CGR,Campo Grande,Campo Grande,Brazil,-20.468667,-54.6725
XAP,Chapeco,Chapeco,Brazil,-27.134219,-52.656553
CLN,Carolina,Carolina,Brazil,-7.320444,-47.458667
CCM,Forquilhinha,Criciuma,Brazil,-28.725817,-49.424739
,Canoas,Porto Alegre,Brazil,-29.945944,-51.144367
CAW,Bartolomeu Lisandro,Campos,Brazil,-21.698333,-41.301669
CMG,Corumba Intl,Corumba,Brazil,-19.011931,-57.673053
CWB,Afonso Pena,Curitiba,Brazil,-25.528475,-49.175775
CRQ,Caravelas,Caravelas,Brazil,-17.652283,-39.253069
CXJ,Campo Dos Bugres,Caxias Do Sul,Brazil,-29.197064,-51.187536
CGB,Marechal Rondon,Cuiaba,Brazil,-15.652931,-56.116719
CZS,Cruzeiro do Sul,Cruzeiro do Sul,Brazil,-7.599906,-72.769489
PPB,Presidente Prudente,President Prudente,Brazil,-22.175056,-51.424639
MAO,Eduardo Gomes Intl,Manaus,Brazil,-3.038611,-60.049721
,Jacareacanga,Jacare-acanga,Brazil,-6.233156,-57.776869
,Sao Pedro Da Aldeia,Sao Pedro Da Aldeia,Brazil,-22.812872,-42.092633
IGU,Cataratas Intl,Foz Do Iguacu,Brazil,-25.59615,-54.487206
FLN,Hercilio Luz,Florianopolis,Brazil,-27.670489,-48.547181
FEN,Fernando De Noronha,Fernando Do Noronha,Brazil,-3.854928,-32.423336
,Fronteira,Fronteira,Brazil,-20.278483,-49.187472
,Furnas,Alpinopolis,Brazil,-20.702817,-46.335264
FOR,Pinto Martins Intl,Fortaleza,Brazil,-3.776283,-38.532556
GIG,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,-22.808903,-43.243647
,Guajara Mirim,Guajara-mirim,Brazil,-10.786375,-65.284792
GYN,Santa Genoveva,Goiania,Brazil,-16.632033,-49.220686
,Embraer Unidade Gaviao Peixoto,Macae,Brazil,-21.773683,-48.405078
GRU,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,-23.432075,-46.469511
,Guaratingueta,Guaratingueta,Brazil,-22.791608,-45.204778
ATM,Altamira,Altamira,Brazil,-3.253906,-52.253978
,Itacoatiara,Itaituba,Brazil,-3.127256,-58.481186
,Itaituba,Itaituba,Brazil,-4.242342,-56.000669
IOS,Ilheus,Ilheus,Brazil,-14.815964,-39.033197
IPN,Usiminas,Ipatinga,Brazil,-19.470722,-42.487583
,Hidroeletrica,Itumbiara,Brazil,-18.444661,-49.213361
IMP,Prefeito Renato Moreira,Imperatriz,Brazil,-5.531292,-47.46005
,Julio Cesar,Belem,Brazil,-1.414158,-48.460739
JDF,Francisco De Assis,Juiz De Fora,Brazil,-21.7915,-43.386778
JPA,Presidente Castro Pinto,Joao Pessoa,Brazil,-7.148381,-34.950681
JOI,Lauro Carneiro De Loyola,Joinville,Brazil,-26.224453,-48.797364
CPV,Presidente Joao Suassuna,Campina Grande,Brazil,-7.269917,-35.896364
VCP,Viracopos,Campinas,Brazil,-23.0075,-47.134444
,Lages,Lajes,Brazil,-27.782142,-50.281486
LIP,Lins,Lins,Brazil,-21.664039,-49.730519
LDB,Londrina,Londrina,Brazil,-23.333625,-51.130072
LAZ,Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil,-13.262086,-43.408114
,Lagoa Santa,Lagoa Santa,Brazil,-19.661611,-43.896403
MAB,Maraba,Maraba,Brazil,-5.368589,-49.138025
,Monte Dourado,Almeirim,Brazil,-0.889839,-52.60225
MGF,Regional De Maringa Silvio Name Junior,Maringa,Brazil,-23.476392,-52.016406
MOC,Mario Ribeiro,Montes Claros,Brazil,-16.706925,-43.8189
GRM,Grand Marais Cook County Airport,Grand Marais,United States,47.8383333,-90.3829444
,Ponta Pelada,Manaus,Brazil,-3.146042,-59.9863
MCZ,Zumbi Dos Palmares,Maceio,Brazil,-9.510808,-35.791678
MCP,Macapa,Macapa,Brazil,0.050664,-51.072178
,Dix Sept Rosado,Mocord,Brazil,-5.201919,-37.364347
,Marte,Sao Paulo,Brazil,-23.509119,-46.637753
MNX,Manicore,Manicore,Brazil,-5.811381,-61.278319
NVT,Ministro Victor Konder Intl,Navegantes,Brazil,-26.879999,-48.65139
GEL,Santo Angelo,Santo Angelo,Brazil,-28.281683,-54.169139
NAT,Augusto Severo,Natal,Brazil,-5.911417,-35.247717
,Oiapoque,Oioiapoque,Brazil,3.855486,-51.796867
POA,Salgado Filho,Porto Alegre,Brazil,-29.994428,-51.171428
,Prefeito Doutor Joao Silva Filho,Parnaiba,Brazil,-2.893747,-41.731961
POO,Pocos De Caldas,Pocos De Caldas,Brazil,-21.843014,-46.567917
PFB,Lauro Kurtz,Passo Fundo,Brazil,-28.243989,-52.326558
PET,Pelotas,Pelotas,Brazil,-31.718353,-52.327689
PNZ,Senador Nilo Coelho,Petrolina,Brazil,-9.362411,-40.569097
PNB,Porto Nacional,Porto Nacional,Brazil,-10.719417,-48.399736
PMG,Ponta Pora,Ponta Pora,Brazil,-22.549639,-55.702614
PVH,Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,-8.709294,-63.902281
NPZ,Porter County Municipal Airport,Valparaiso,United States,41.4539722,-87.0070833
RBR,PlÃ¡cido de Castro,Rio Branco,Brazil,-9.583,-67.4836
REC,Guararapes Gilberto Freyre Intl,Recife,Brazil,-8.126794,-34.923039
RIG,Rio Grande,Rio Grande,Brazil,-32.082617,-52.166542
SDU,Santos Dumont,Rio De Janeiro,Brazil,-22.910461,-43.163133
RAO,Leite Lopes,Ribeirao Preto,Brazil,-21.134167,-47.774189
STU,Santa Cruz,Rio De Janeiro,Brazil,-22.93235,-43.719092
SJK,Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil,-23.228172,-45.862739
SLZ,Marechal Cunha Machado Intl,Sao Luis,Brazil,-2.585361,-44.234139
CGH,Congonhas,Sao Paulo,Brazil,-23.626692,-46.655375
SJP,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,-20.816567,-49.406511
SSZ,Base Aerea De Santos,Santos,Brazil,-23.925206,-46.2875
SSA,Deputado Luis Eduardo Magalhaes,Salvador,Brazil,-12.910994,-38.331044
TMT,Trombetas,Oriximina,Brazil,-1.4896,-56.396803
THE,Senador Petronio Portella,Teresina,Brazil,-5.059942,-42.823478
TFF,Tefe,Tefe,Brazil,-3.382944,-64.724056
,Tarauaca,Tarauaca,Brazil,-8.155256,-70.783269
,Telemaco Borba,Telemaco Borba,Brazil,-24.317775,-50.651592
,Tirios,Obidos Tirios,Brazil,2.223472,-55.946056
TBT,Tabatinga,Tabatinga,Brazil,-4.255669,-69.935828
TUR,Tucurui,Tucurui,Brazil,-3.786008,-49.720267
,Sao Gabriel Da Cachoeira,Sao Gabriel,Brazil,-0.148419,-66.985589
PAV,Paulo Afonso,Paulo Alfonso,Brazil,-9.400878,-38.250575
URG,Rubem Berta,Uruguaiana,Brazil,-29.782178,-57.038189
UDI,Ten Cel Av Cesar Bombonato,Uberlandia,Brazil,-18.882844,-48.225594
,Urubupunga,Castilho,Brazil,-20.777067,-51.564761
UBA,Uberaba,Uberaba,Brazil,-19.765,-47.964778
VAG,Major Brigadeiro Trompowsky,Varginha,Brazil,-21.590067,-45.473342
BVH,Vilhena,Vilhena,Brazil,-12.694375,-60.098269
VIX,Goiabeiras,Vitoria,Brazil,-20.258056,-40.286389
,Iauarete,Iauarete,Brazil,0.6075,-69.185837
QPS,Campo Fontenelle,Piracununga,Brazil,-21.984561,-47.334764
ARI,Chacalluta,Arica,Chile,-18.348531,-70.338742
BBA,Balmaceda,Balmaceda,Chile,-45.916058,-71.689475
,El Bosque,Santiago,Chile,-33.5618,-70.6884
CCH,Chile Chico,Chile Chico,Chile,-46.583341,-71.687405
CJC,El Loa,Calama,Chile,-22.498175,-68.903575
,General Bernardo O Higgins,Chillan,Chile,-36.582497,-72.031367
PUQ,Carlos Ibanez Del Campo Intl,Punta Arenas,Chile,-53.002642,-70.854586
GXQ,Teniente Vidal,Coyhaique,Chile,-45.594211,-72.106133
IQQ,Diego Aracena Intl,Iquique,Chile,-20.535222,-70.181275
SCL,Arturo Merino Benitez Intl,Santiago,Chile,-33.392975,-70.785803
ANF,Cerro Moreno Intl,Antofagasta,Chile,-23.444478,-70.4451
,Capitan Fuentes Martinez,Porvenir,Chile,-53.2537,-70.319228
,Futaleufu,Futaleufu,Chile,-43.189167,-71.851112
LSQ,Maria Dolores,Los Angeles,Chile,-37.401731,-72.425444
,Guardiamarina Zanartu,Puerto Williams,Chile,-54.931072,-67.626261
CCP,Carriel Sur Intl,Concepcion,Chile,-36.77265,-73.063106
IPC,Mataveri Intl,Easter Island,Chile,-27.164792,-109.421831
ZOS,Canal Bajo Carlos Hott Siebert,Osorno,Chile,-40.611208,-73.061042
,Vallenar,Vallenar,Chile,-28.596403,-70.755997
,De La Independencia,Rancagua,Chile,-34.173694,-70.775694
,Teniente Rodolfo Marsh Martin,Isla Rey Jorge,Antarctica,-62.190833,-58.986667
LSC,La Florida,La Serena,Chile,-29.916233,-71.199522
,Eulogio Sanchez,Santiago,Chile,-33.456278,-70.546667
ZCO,Maquehue,Temuco,Chile,-38.766819,-72.637097
PMC,El Tepual Intl,Puerto Montt,Chile,-41.438886,-73.093953
WCH,Chaiten,Chaiten,Chile,-42.932808,-72.699114
ZAL,Pichoy,Valdivia,Chile,-39.649956,-73.086111
ATF,Chachoan,Ambato,Ecuador,-1.212067,-78.574636
,Hacienda Clementina,Clementia,Ecuador,-1.706275,-79.378936
OCC,Francisco De Orellana,Coca,Ecuador,-0.462886,-76.986842
CUE,Mariscal Lamar,Cuenca,Ecuador,-2.889467,-78.984397
GPS,Seymour,Galapagos,Ecuador,-0.453758,-90.265914
GYE,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,-2.157419,-79.883558
,Gualaquiza,Gualaquiza,Ecuador,-3.423214,-78.566994
,Atahualpa,Ibarra,Ecuador,0.338419,-78.136422
,Km 192,Km-192,Ecuador,0.184203,-79.391956
,Hacienda La Julia,La Julia,Ecuador,-1.704381,-79.552261
,Cotopaxi Intl,Latacunga,Ecuador,-0.906833,-78.615756
,Jose Maria Velasco Ibarra,Macara,Ecuador,-4.378231,-79.941022
XMS,Coronel E Carvajal,Macas,Ecuador,-2.299167,-78.12075
MCH,General Manuel Serrano,Machala,Ecuador,-3.268903,-79.961572
,Montalvo,Montalvo,Ecuador,-2.067014,-76.975742
